timestamp,gender,age,income,overall_experience,service_attribute_evaluation,usage_context,pain_points,emotional_loyalty_future,combined_text,clean_text,word_count,vader_compound,sentiment_label,textblob_polarity,textblob_subjectivity,dominant_topic,cluster,return_intent
2026-05-03 14:03:41,Male,29,"₹50,000–₹80,000",My experience with Spotify mainly out of curiosity. In the end I simply stopped seeing the benefit of continuing.,"From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare.",Initially I used the service regularly. Then slowly I realised I was barely using it.,The problems were not huge but they kept adding up. The lack of fresh content became noticeable. That gradually influenced my decision to cancel the subscription.,"If I think about how I felt during the subscription, I was optimistic about the service. A better value plan could definitely bring me back.","My experience with Spotify mainly out of curiosity. In the end I simply stopped seeing the benefit of continuing. From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare. Initially I used the service regularly. Then slowly I realised I was barely using it. The problems were not huge but they kept adding up. The lack of fresh content became noticeable. That gradually influenced my decision to cancel the subscription. If I think about how I felt during the subscription, I was optimistic about the service. A better value plan could definitely bring me back.",spotify mainly curiosity end simply stopped seeing benefit continuing point view worked fine technically price justified navigation inside smooth update new feature rare initially regularly slowly realised barely problem huge kept adding lack fresh noticeable gradually influenced decision think optimistic better value definitely bring,44,0.7413,Positive,0.12762923351158648,0.4130555718791013,3,2,Likely_Return
2026-05-03 14:38:29,Male,27,"₹25,000–₹50,000",At one point I was actively using YouTube Premium because it looked useful at the time. Over time I realised I wasn't using it enough to justify paying every month.,"If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited.",In the beginning I used it quite frequently. But gradually I stopped opening the app as often.,"Looking back, there were a few small frustrations. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription.","Emotionally speaking, in the beginning I felt it was a smart decision. If the company improves pricing or features I might consider returning.","At one point I was actively using YouTube Premium because it looked useful at the time. Over time I realised I wasn't using it enough to justify paying every month. If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited. In the beginning I used it quite frequently. But gradually I stopped opening the app as often. Looking back, there were a few small frustrations. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription. Emotionally speaking, in the beginning I felt it was a smart decision. If the company improves pricing or features I might consider returning.",point actively youtube premium looked useful time time realised justify paying break quality okay pricing main concern design simple daily interact innovation limited beginning frequently gradually stopped opening looking small frustration occasional bug enjoyable gradually influenced decision emotionally speaking beginning smart decision improves pricing feature consider returning,47,0.8299,Positive,0.04780801209372638,0.3003212396069539,2,3,Likely_Return
2026-05-03 15:16:55,Female,46,"₹80,000–₹1,20,000",My experience with Spotify mainly out of curiosity. In the end I simply stopped seeing the benefit of continuing.,"The service itself worked reasonably well. My main observation was that the value didn't always match the subscription price. Usability was good, though the platform could definitely introduce more improvements.",During the first few weeks I was quite active on the platform. Later my usage dropped because work became busy.,The turning point came after noticing some consistent problems. The service did not evolve much over time. That gradually influenced my decision to cancel the subscription.,"If I think about how I felt during the subscription, it started with excitement. If they make meaningful improvements I might subscribe again.","My experience with Spotify mainly out of curiosity. In the end I simply stopped seeing the benefit of continuing. The service itself worked reasonably well. My main observation was that the value didn't always match the subscription price. Usability was good, though the platform could definitely introduce more improvements. During the first few weeks I was quite active on the platform. Later my usage dropped because work became busy. The turning point came after noticing some consistent problems. The service did not evolve much over time. That gradually influenced my decision to cancel the subscription. If I think about how I felt during the subscription, it started with excitement. If they make meaningful improvements I might subscribe again.",spotify mainly curiosity end simply stopped seeing benefit continuing worked reasonably main observation value match price usability good definitely introduce improvement week active later usage dropped work busy turning point came noticing consistent problem evolve time gradually influenced decision think started excitement meaningful improvement subscribe,45,0.9594,Positive,0.18000000000000002,0.36714285714285716,3,1,Likely_Return
2026-05-03 16:02:14,Female,55,"Above ₹1,20,000",For almost six months I was using Coursera because I thought it would become part of my routine. In the end I simply stopped seeing the benefit of continuing.,"If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited.",During the first few weeks I was quite active on the platform. After some time it just slipped out of my routine.,"Thinking about it now, several issues kept repeating. The platform sometimes felt repetitive and predictable. That gradually influenced my decision to cancel the subscription.","Reflecting on the experience, it started with excitement. If the company improves pricing or features I might consider returning.","For almost six months I was using Coursera because I thought it would become part of my routine. In the end I simply stopped seeing the benefit of continuing. If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited. During the first few weeks I was quite active on the platform. After some time it just slipped out of my routine. Thinking about it now, several issues kept repeating. The platform sometimes felt repetitive and predictable. That gradually influenced my decision to cancel the subscription. Reflecting on the experience, it started with excitement. If the company improves pricing or features I might consider returning.",month coursera thought routine end simply stopped seeing benefit continuing break quality okay pricing main concern design simple daily interact innovation limited week active time slipped routine thinking issue kept repeating repetitive predictable gradually influenced decision reflecting started excitement improves pricing feature consider returning,44,0.9168,Positive,0.0066468253968253975,0.2789186507936508,2,3,Likely_Return
2026-05-03 16:43:07,Male,27,"Above ₹1,20,000",When I first tried Headspace since many of my friends recommended it. After a few months it started feeling unnecessary.,"If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited.",During the first few weeks I was quite active on the platform. But gradually I stopped opening the app as often.,"Thinking about it now, several issues kept repeating. Paying monthly for something I hardly used started bothering me. That gradually influenced my decision to cancel the subscription.","Emotionally speaking, in the beginning I felt it was a smart decision. If they make meaningful improvements I might subscribe again.","When I first tried Headspace since many of my friends recommended it. After a few months it started feeling unnecessary. If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited. During the first few weeks I was quite active on the platform. But gradually I stopped opening the app as often. Thinking about it now, several issues kept repeating. Paying monthly for something I hardly used started bothering me. That gradually influenced my decision to cancel the subscription. Emotionally speaking, in the beginning I felt it was a smart decision. If they make meaningful improvements I might subscribe again.",tried headspace friend recommended month started feeling unnecessary break quality okay pricing main concern design simple daily interact innovation limited week active gradually stopped opening thinking issue kept repeating paying hardly started bothering gradually influenced decision emotionally speaking beginning smart decision meaningful improvement subscribe,44,0.9124,Positive,0.05376039304610733,0.35825774754346185,2,3,Likely_Return
2026-05-03 17:11:33,Female,39,"₹50,000–₹80,000",For almost six months I was using Netflix since many of my friends recommended it. After a few months it started feeling unnecessary.,"If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited.",In the beginning I used it quite frequently. But gradually I stopped opening the app as often.,"Thinking about it now, several issues kept repeating. Paying monthly for something I hardly used started bothering me. That gradually influenced my decision to cancel the subscription.",Personally I would describe the journey as initially I was quite satisfied. If the company improves pricing or features I might consider returning.,"For almost six months I was using Netflix since many of my friends recommended it. After a few months it started feeling unnecessary. If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited. In the beginning I used it quite frequently. But gradually I stopped opening the app as often. Thinking about it now, several issues kept repeating. Paying monthly for something I hardly used started bothering me. That gradually influenced my decision to cancel the subscription. Personally I would describe the journey as initially I was quite satisfied. If the company improves pricing or features I might consider returning.",month netflix friend recommended month started feeling unnecessary break quality okay pricing main concern design simple daily interact innovation limited beginning frequently gradually stopped opening thinking issue kept repeating paying hardly started bothering gradually influenced decision personally journey initially satisfied improves pricing feature consider returning,45,0.7926,Positive,0.04711199294532628,0.3313271604938272,2,3,Likely_Return
2026-05-03 18:05:59,Prefer not to say,64,"₹80,000–₹1,20,000",My experience with Netflix because I thought it would become part of my routine. Gradually I lost interest and cancelled it.,"The service itself worked reasonably well. My main observation was that the value didn't always match the subscription price. Usability was good, though the platform could definitely introduce more improvements.",In the beginning I used it quite frequently. After some time it just slipped out of my routine.,The problems were not huge but they kept adding up. The service did not evolve much over time. That gradually influenced my decision to cancel the subscription.,"Reflecting on the experience, it started with excitement. If they make meaningful improvements I might subscribe again.","My experience with Netflix because I thought it would become part of my routine. Gradually I lost interest and cancelled it. The service itself worked reasonably well. My main observation was that the value didn't always match the subscription price. Usability was good, though the platform could definitely introduce more improvements. In the beginning I used it quite frequently. After some time it just slipped out of my routine. The problems were not huge but they kept adding up. The service did not evolve much over time. That gradually influenced my decision to cancel the subscription. Reflecting on the experience, it started with excitement. If they make meaningful improvements I might subscribe again.",netflix thought routine gradually lost worked reasonably main observation value match price usability good definitely introduce improvement beginning frequently time slipped routine problem huge kept adding evolve time gradually influenced decision reflecting started excitement meaningful improvement subscribe,37,0.9101,Positive,0.24074074074074078,0.49259259259259264,3,1,Likely_Return
2026-05-03 18:41:26,Female,64,"₹80,000–₹1,20,000",For almost six months I was using a fitness app as part of a trial offer. After a few months it started feeling unnecessary.,"The service itself worked reasonably well. My main observation was that the value didn't always match the subscription price. Usability was good, though the platform could definitely introduce more improvements.",My usage pattern changed a lot over time. But gradually I stopped opening the app as often.,The turning point came after noticing some consistent problems. The platform sometimes felt repetitive and predictable. That gradually influenced my decision to cancel the subscription.,"If I think about how I felt during the subscription, initially I was quite satisfied. If the company improves pricing or features I might consider returning.","For almost six months I was using a fitness app as part of a trial offer. After a few months it started feeling unnecessary. The service itself worked reasonably well. My main observation was that the value didn't always match the subscription price. Usability was good, though the platform could definitely introduce more improvements. My usage pattern changed a lot over time. But gradually I stopped opening the app as often. The turning point came after noticing some consistent problems. The platform sometimes felt repetitive and predictable. That gradually influenced my decision to cancel the subscription. If I think about how I felt during the subscription, initially I was quite satisfied. If the company improves pricing or features I might consider returning.",month fitness trial offer month started feeling unnecessary worked reasonably main observation value match price usability good definitely introduce improvement usage pattern changed lot time gradually stopped opening turning point came noticing consistent problem repetitive predictable gradually influenced decision think initially satisfied improves pricing feature consider returning,47,0.6794,Positive,0.10555555555555556,0.4611111111111111,3,1,Likely_Return
2026-05-03 19:13:45,Prefer not to say,49,"₹80,000–₹1,20,000",At one point I was actively using Coursera because it looked useful at the time. Gradually I lost interest and cancelled it.,"If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited.",During the first few weeks I was quite active on the platform. Eventually weeks would pass without me using it.,"Looking back, there were a few small frustrations. The lack of fresh content became noticeable. That gradually influenced my decision to cancel the subscription.","Emotionally speaking, initially I was quite satisfied. A better value plan could definitely bring me back.","At one point I was actively using Coursera because it looked useful at the time. Gradually I lost interest and cancelled it. If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited. During the first few weeks I was quite active on the platform. Eventually weeks would pass without me using it. Looking back, there were a few small frustrations. The lack of fresh content became noticeable. That gradually influenced my decision to cancel the subscription. Emotionally speaking, initially I was quite satisfied. A better value plan could definitely bring me back.",point actively coursera looked useful time gradually lost break quality okay pricing main concern design simple daily interact innovation limited week active eventually week pas looking small frustration lack fresh noticeable gradually influenced decision emotionally speaking initially satisfied better value definitely bring,42,0.9625,Positive,0.06554232804232805,0.31689814814814815,2,3,Likely_Return
2026-05-03 19:58:12,Non-binary,32,"₹25,000–₹50,000",For almost six months I was using Coursera because it looked useful at the time. In the end I simply stopped seeing the benefit of continuing.,"From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare.",At first it became part of my daily routine. Then slowly I realised I was barely using it.,The problems were not huge but they kept adding up. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription.,"Emotionally speaking, in the beginning I felt it was a smart decision. If the company improves pricing or features I might consider returning.","For almost six months I was using Coursera because it looked useful at the time. In the end I simply stopped seeing the benefit of continuing. From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare. At first it became part of my daily routine. Then slowly I realised I was barely using it. The problems were not huge but they kept adding up. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription. Emotionally speaking, in the beginning I felt it was a smart decision. If the company improves pricing or features I might consider returning.",month coursera looked useful time end simply stopped seeing benefit continuing point view worked fine technically price justified navigation inside smooth update new feature rare daily routine slowly realised barely problem huge kept adding occasional bug enjoyable gradually influenced decision emotionally speaking beginning smart decision improves pricing feature consider returning,50,0.6639,Positive,0.12781385281385282,0.41830808080808085,3,2,Likely_Return
2026-05-03 20:36:21,Male,56,"Above ₹1,20,000",For a while I depended on a cloud storage plan mainly out of curiosity. Eventually I decided the cost was not worth the value I was getting.,"If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited.",In the beginning I used it quite frequently. Later my usage dropped because work became busy.,"Looking back, there were a few small frustrations. Paying monthly for something I hardly used started bothering me. That gradually influenced my decision to cancel the subscription.","From an emotional perspective, I was optimistic about the service. A better value plan could definitely bring me back.","For a while I depended on a cloud storage plan mainly out of curiosity. Eventually I decided the cost was not worth the value I was getting. If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited. In the beginning I used it quite frequently. Later my usage dropped because work became busy. Looking back, there were a few small frustrations. Paying monthly for something I hardly used started bothering me. That gradually influenced my decision to cancel the subscription. From an emotional perspective, I was optimistic about the service. A better value plan could definitely bring me back.",depended cloud storage mainly curiosity eventually decided cost worth value getting break quality okay pricing main concern design simple daily interact innovation limited beginning frequently later usage dropped work busy looking small frustration paying hardly started bothering gradually influenced decision emotional perspective optimistic better value definitely bring,47,0.4,Positive,0.024508692365835222,0.2736772486772487,5,3,Likely_Return
